id,first_name,last_name,gender,part_time_job,absence_days,extracurricular_activities,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,class,average_score,academic_performance,over_absence_days,final_academic_performance,major_group
703,Andrea,Baker,female,FALSE,4,FALSE,Unknown,61,66,78,79,79,96,81,B,75.9,good,No,good,unknown
704,Robert,Holmes,male,FALSE,5,TRUE,Unknown,87,89,60,66,79,81,65,B,75.9,good,Yes,average,unknown
705,Autumn,Jones,female,FALSE,0,FALSE,Software Engineer,93,69,79,78,77,73,77,A,79.6,good,No,good,computer science
706,Richard,Davis,male,FALSE,5,FALSE,Accountant,92,88,87,98,96,85,96,A1,90.6,excellent,Yes,good,economics
707,Anthony,Armstrong,male,FALSE,2,FALSE,Banker,96,87,99,65,98,79,93,A,87.7,excellent,No,excellent,economics
708,Julian,Ortiz,male,FALSE,3,FALSE,Artist,83,75,77,61,93,61,75,A1,74.6,good,No,good,art
709,Melinda,Sanchez,female,FALSE,0,FALSE,Teacher,78,84,79,96,76,71,71,B,80.5,good,No,good,teaching
710,James,Carter,male,TRUE,10,FALSE,Banker,82,74,84,74,86,81,100,A,82.1,excellent,Yes,good,economics
711,Alejandra,Johns,female,FALSE,1,FALSE,Accountant,94,91,68,61,34,60,63,B,66,below average,No,below average,economics
712,Susan,Long,female,FALSE,7,FALSE,Doctor,93,73,97,89,88,63,70,C,77.9,good,Yes,average,healthcare
713,Sharon,Allen,female,FALSE,3,FALSE,Teacher,80,95,98,95,96,97,85,C,92.3,excellent,No,excellent,teaching
714,Leah,Brown,female,FALSE,10,FALSE,Business Owner,55,99,71,94,69,87,84,A1,77.2,good,Yes,average,economics
715,Maria,Barker,female,TRUE,2,FALSE,Government Officer,94,71,83,76,99,95,94,A,86.5,excellent,No,excellent,politology
716,Kelly,Church,female,FALSE,2,FALSE,Writer,72,72,85,90,75,94,65,A,80,excellent,No,excellent,journalism
717,Michael,Walsh,male,FALSE,3,FALSE,Software Engineer,98,89,75,68,87,69,96,B,83.5,excellent,No,excellent,computer science
718,Alyssa,Gallagher,female,FALSE,2,FALSE,Unknown,71,98,66,65,78,81,82,C,80.2,excellent,No,excellent,unknown
719,Kelly,Morris,female,FALSE,3,FALSE,Software Engineer,99,95,89,90,95,98,99,C,95.7,excellent,No,excellent,computer science
720,Ryan,Brown,male,FALSE,1,FALSE,Stock Investor,97,67,86,95,65,91,76,B,83.4,excellent,No,excellent,economics
721,Maria,Hall,female,FALSE,9,FALSE,Business Owner,85,64,99,93,89,61,67,B,82.5,good,Yes,average,economics
722,Mark,Brown,male,FALSE,2,TRUE,Unknown,100,88,98,90,93,95,98,A1,95.5,excellent,No,excellent,unknown
723,William,Kerr,male,FALSE,4,FALSE,Banker,89,63,73,83,74,91,83,A,80.1,good,No,good,economics
724,Jake,Gonzalez,male,FALSE,4,TRUE,Banker,76,87,63,92,93,87,88,A,81.7,good,No,good,economics
725,Theresa,Gray,female,FALSE,2,FALSE,Designer,100,68,80,75,85,82,85,B,83.5,excellent,No,excellent,art
726,Ashley,Ayers,female,FALSE,1,FALSE,Real Estate Developer,77,99,99,76,70,80,90,A1,84.7,excellent,No,excellent,economics
727,Ann,Mccann,female,FALSE,1,FALSE,Software Engineer,85,86,84,81,92,84,93,C,86.8,excellent,No,excellent,computer science
728,Curtis,Bennett,male,FALSE,6,TRUE,Lawyer,70,83,63,86,97,88,79,A1,78.7,good,Yes,average,law
729,Debra,Gutierrez,female,FALSE,9,FALSE,Lawyer,76,83,90,68,96,94,87,C,85.8,excellent,Yes,good,law
730,Linda,West,female,TRUE,7,FALSE,Lawyer,75,82,89,65,85,89,81,C,81.8,excellent,Yes,good,law
731,Justin,Hughes,male,FALSE,2,TRUE,Stock Investor,97,65,96,87,87,95,100,C,88.7,excellent,No,excellent,economics
732,Jose,Jackson,male,TRUE,10,FALSE,Business Owner,72,81,61,73,96,72,86,B,78.2,good,Yes,average,economics
733,Larry,Smith,male,TRUE,3,FALSE,Stock Investor,84,69,68,92,86,67,73,A,78.3,good,No,good,economics
734,Austin,Dunn,male,FALSE,1,FALSE,Unknown,84,94,65,74,92,81,79,C,82.3,excellent,No,excellent,unknown
735,Michael,Heath,male,FALSE,6,FALSE,Doctor,94,87,99,99,86,86,85,A1,91.5,excellent,Yes,good,healthcare
736,Beth,Acosta,female,FALSE,7,FALSE,Designer,80,91,100,87,87,94,100,C,92.4,excellent,Yes,good,art
737,Tracie,Weeks,female,FALSE,0,FALSE,Software Engineer,87,98,79,87,92,80,93,B,88.2,excellent,No,excellent,computer science
738,Brandi,Ray,female,FALSE,6,FALSE,Stock Investor,93,94,87,92,99,93,88,C,92.1,excellent,Yes,good,economics
739,Carla,Brandt,female,FALSE,1,FALSE,Game Developer,87,69,96,61,72,78,99,C,80.8,good,No,good,computer science
740,Thomas,Cruz,male,FALSE,10,TRUE,Business Owner,64,51,70,94,86,65,80,B,75.4,good,Yes,average,economics
741,Nicholas,Martin,male,FALSE,5,FALSE,Software Engineer,96,73,91,71,72,74,76,A,81.1,excellent,Yes,good,computer science
742,Breanna,Lee,female,FALSE,2,TRUE,Scientist,97,62,93,80,96,94,67,A1,87.3,good,No,good,science researching
743,Angie,White,female,FALSE,6,FALSE,Artist,62,79,75,65,71,75,93,B,71.8,good,Yes,average,art
744,William,Lester,male,TRUE,1,FALSE,Business Owner,97,79,96,94,59,83,64,C,79.8,good,No,good,economics
745,Joshua,Miller,male,FALSE,3,FALSE,Software Engineer,85,100,90,93,94,97,98,A1,92.9,excellent,No,excellent,computer science
746,Thomas,Stone,male,FALSE,0,FALSE,Unknown,68,95,66,65,89,84,100,A1,78.5,good,No,good,unknown
747,Sarah,King,female,TRUE,7,FALSE,Business Owner,45,68,99,91,88,63,61,C,70.7,average,Yes,below average,economics
748,Jeffery,Carlson,male,TRUE,6,FALSE,Business Owner,86,79,86,73,53,84,79,C,78.2,good,Yes,average,economics
749,Ashley,Gutierrez,female,FALSE,10,FALSE,Software Engineer,97,94,73,98,87,97,98,B,92.6,excellent,Yes,good,computer science
750,Adam,Herring,male,TRUE,2,TRUE,Software Engineer,93,67,65,61,61,96,65,A1,76.2,good,No,good,computer science
751,David,Ramirez,male,FALSE,1,FALSE,Software Engineer,85,93,75,72,84,63,63,A1,75.8,good,No,good,computer science
752,Angela,Brown,female,FALSE,1,FALSE,Designer,88,88,98,92,71,66,90,B,84.4,excellent,No,excellent,art
753,Eric,Jones,male,FALSE,5,TRUE,Artist,100,67,98,71,92,79,99,A,87.5,excellent,Yes,good,art
754,Angel,Garner,male,FALSE,2,FALSE,Software Engineer,93,74,88,92,77,89,96,A,88.2,excellent,No,excellent,computer science
755,Lisa,Cowan,female,FALSE,1,FALSE,Artist,70,63,73,97,63,61,90,A1,72.1,good,No,good,art
756,Nicole,Perry,female,FALSE,2,FALSE,Banker,82,67,94,88,86,89,98,A1,86.9,excellent,No,excellent,economics
757,Annette,Wells,female,TRUE,8,FALSE,Business Owner,41,76,94,93,79,84,96,A1,78.2,average,Yes,below average,economics
758,Ian,Scott,male,FALSE,2,FALSE,Banker,94,74,74,89,67,93,96,B,83.7,excellent,No,excellent,economics
759,Kari,Hernandez,female,TRUE,2,FALSE,Designer,67,69,75,94,98,80,74,A,79.3,good,No,good,art
760,Mary,Haynes,female,FALSE,0,TRUE,Government Officer,89,75,64,81,66,82,92,B,78.5,good,No,good,politology
761,Raymond,Smith,male,FALSE,3,FALSE,Doctor,82,82,100,93,91,61,83,A,86.7,good,No,good,healthcare
762,Christopher,Ayala,male,TRUE,2,FALSE,Software Engineer,96,79,93,92,92,71,87,C,84.7,excellent,No,excellent,computer science
763,Jacqueline,Frazier,female,FALSE,1,FALSE,Accountant,94,84,84,89,52,97,76,C,83.3,good,No,good,economics
764,Jesse,Kelly,male,FALSE,4,FALSE,Construction Engineer,84,65,83,99,86,75,67,B,82.8,excellent,No,excellent,computer science
765,Teresa,Lee,female,FALSE,5,FALSE,Software Engineer,87,98,97,70,80,67,82,A,83.5,excellent,Yes,good,computer science
766,Michael,Aguirre,male,FALSE,2,FALSE,Software Engineer,90,93,66,77,72,82,82,A,79.5,good,No,good,computer science
767,April,Delgado,female,FALSE,7,FALSE,Scientist,86,81,91,83,97,83,80,A,86.1,excellent,Yes,good,science researching
768,Troy,Prince,male,FALSE,6,FALSE,Business Owner,48,72,64,65,64,55,79,A1,61.4,average,Yes,below average,economics
769,Martha,Summers,female,TRUE,7,FALSE,Business Owner,49,59,99,59,75,54,70,C,64.8,average,Yes,below average,economics
770,William,Dean,male,TRUE,0,FALSE,Unknown,90,83,72,77,99,84,67,A,81.1,excellent,No,excellent,unknown
771,Cheryl,Gutierrez,female,TRUE,5,TRUE,Business Owner,40,51,93,100,76,60,99,B,73.5,average,Yes,below average,economics
772,Diane,Spears,female,FALSE,0,TRUE,Unknown,78,81,71,91,79,79,75,B,80.2,good,No,good,unknown
773,Brian,David,male,FALSE,2,FALSE,Software Engineer,87,68,75,96,91,72,78,B,84.1,excellent,No,excellent,computer science
774,Heather,Brooks,female,FALSE,2,FALSE,Accountant,79,81,68,70,60,65,71,B,70.3,good,No,good,economics
775,Pamela,Rodgers,female,FALSE,6,TRUE,Game Developer,100,100,94,83,62,92,71,B,84.7,good,Yes,average,computer science
776,Betty,Nash,female,FALSE,1,FALSE,Unknown,71,72,65,65,65,67,97,A,70.3,good,No,good,unknown
777,Heather,Donaldson,female,FALSE,2,FALSE,Banker,77,64,69,60,92,76,74,A1,73.4,good,No,good,economics
778,Ebony,Shepherd,female,FALSE,1,FALSE,Lawyer,83,84,96,96,79,80,81,A1,85.8,excellent,No,excellent,law
779,Sean,Thomas,male,FALSE,2,TRUE,Software Engineer,96,79,80,71,67,76,63,A1,78.4,good,No,good,computer science
780,Todd,Howard,male,FALSE,6,FALSE,Unknown,91,96,100,95,100,94,95,A,95.7,excellent,Yes,good,unknown
781,Julia,Richmond,female,FALSE,8,FALSE,Business Owner,71,69,95,83,90,93,89,A,83.9,excellent,Yes,good,economics
782,Mary,Mccormick,female,FALSE,3,FALSE,Unknown,84,80,75,63,71,86,63,A1,76.7,good,No,good,unknown
783,Jimmy,Warren,male,FALSE,3,FALSE,Software Engineer,91,61,61,85,64,76,88,A1,75.4,good,No,good,computer science
784,Henry,Spencer,male,FALSE,2,FALSE,Real Estate Developer,59,65,72,60,94,63,75,A1,68.2,average,No,average,economics
785,Peter,Yates,male,FALSE,3,FALSE,Doctor,89,90,91,95,87,92,96,C,91.8,excellent,No,excellent,healthcare
786,Robert,Campbell,male,FALSE,7,FALSE,Banker,81,92,68,93,69,78,89,B,81.3,excellent,Yes,good,economics
787,Matthew,Conway,male,FALSE,3,FALSE,Accountant,77,84,86,97,90,83,92,A,86.9,excellent,No,excellent,economics
788,Tyler,Calderon,male,FALSE,7,FALSE,Business Owner,72,58,73,57,67,88,70,A1,71.8,good,Yes,average,economics
789,Brittney,Moon,female,FALSE,5,FALSE,Teacher,91,63,78,93,76,76,90,C,79.6,good,Yes,average,teaching
790,Tracy,White,female,FALSE,5,FALSE,Doctor,88,100,94,91,85,91,88,A1,91,excellent,Yes,good,healthcare
791,Gregory,Welch,male,FALSE,8,FALSE,Doctor,94,88,99,92,98,85,95,A,93.6,excellent,Yes,good,healthcare
792,Caroline,Cooper,female,FALSE,0,FALSE,Real Estate Developer,67,72,98,65,61,87,89,A,76.9,good,No,good,economics
793,Kelly,Rivera,female,FALSE,2,FALSE,Unknown,88,86,82,89,81,61,83,A,82.9,good,No,good,unknown
794,Stacey,Wilson,female,FALSE,3,FALSE,Unknown,67,67,62,80,61,61,82,A1,67,good,No,good,unknown
795,Craig,Graham,male,FALSE,7,FALSE,Lawyer,95,87,96,97,83,93,88,A,92.7,excellent,Yes,good,law
796,Earl,Santana,male,FALSE,1,FALSE,Government Officer,96,91,78,94,81,88,86,A1,87.6,excellent,No,excellent,politology
797,Lisa,Mitchell,female,FALSE,3,TRUE,Banker,87,99,99,100,98,96,94,B,95.8,excellent,No,excellent,economics
798,Michael,Williams,male,FALSE,3,FALSE,Banker,85,88,85,92,96,81,95,A,88.4,excellent,No,excellent,economics
799,Jerry,Jones,male,FALSE,2,FALSE,Government Officer,88,85,100,68,65,97,94,C,87.3,excellent,No,excellent,politology
800,Matthew,Miles,male,FALSE,5,FALSE,Business Owner,94,68,72,99,83,53,83,A,81.7,good,Yes,average,economics
801,Mary,Cox,female,FALSE,4,TRUE,Teacher,67,100,77,85,73,95,86,A,81.2,excellent,No,excellent,teaching
802,Jessica,Young,female,FALSE,1,TRUE,Software Engineer,92,63,99,77,82,88,72,A1,85.2,good,No,good,computer science
803,Tiffany,Small,female,TRUE,3,FALSE,Accountant,76,75,60,77,71,70,88,A1,72.3,good,No,good,economics
804,Mary,Wyatt,female,FALSE,3,TRUE,Software Engineer,86,75,96,62,81,91,84,C,82.5,good,No,good,computer science
805,Maria,Mercer,female,FALSE,3,TRUE,Software Engineer,94,94,86,62,73,90,75,A,81.6,good,No,good,computer science
806,Erin,Moore,female,FALSE,3,FALSE,Software Engineer,100,85,62,62,89,65,67,B,78.1,good,No,good,computer science
807,Kendra,Dalton,female,FALSE,4,FALSE,Lawyer,74,84,71,93,65,98,61,C,78.9,good,No,good,law
808,Anthony,Gomez,male,FALSE,2,FALSE,Unknown,99,98,70,73,63,62,88,A1,78.4,good,No,good,unknown
809,Molly,Jackson,female,FALSE,10,FALSE,Business Owner,66,97,72,98,86,86,63,B,81.8,good,Yes,average,economics
810,Brianna,Gutierrez,female,FALSE,2,FALSE,Scientist,99,96,100,95,90,95,88,A,95.7,excellent,No,excellent,science researching
811,John,Henderson,male,FALSE,1,TRUE,Unknown,97,76,99,85,98,62,97,C,84.9,good,No,good,unknown
812,Steven,Martin,male,FALSE,5,TRUE,Banker,81,71,76,95,99,85,71,A1,82,excellent,Yes,good,economics
813,Tina,Bowers,female,FALSE,9,FALSE,Banker,95,88,62,85,82,94,73,C,83.4,good,Yes,average,economics
814,Luis,Jones,male,TRUE,6,FALSE,Business Owner,55,69,53,75,86,95,61,C,71.9,good,Yes,average,economics
815,Jeffrey,Thomas,male,FALSE,3,FALSE,Real Estate Developer,50,62,97,90,93,75,80,A1,76.9,good,No,good,economics
816,Jeffrey,Cox,male,FALSE,5,FALSE,Software Engineer,98,84,90,83,84,61,99,C,84.3,good,Yes,average,computer science
817,Jennifer,Bautista,female,FALSE,7,FALSE,Accountant,88,67,71,85,68,88,67,A,77.8,good,Yes,average,economics
818,Judy,Pugh,female,FALSE,1,FALSE,Software Engineer,87,99,92,85,62,69,67,C,79.6,good,No,good,computer science
819,Henry,Craig,male,FALSE,1,FALSE,Government Officer,73,74,94,76,97,86,85,C,83,excellent,No,excellent,politology
820,Steven,Alvarez,male,TRUE,2,TRUE,Business Owner,46,71,60,50,85,69,62,C,64.5,average,No,average,economics
821,Rebecca,Mckay,female,FALSE,1,FALSE,Banker,88,82,90,94,99,78,65,B,87.7,excellent,No,excellent,economics
822,James,Reynolds,male,TRUE,0,FALSE,Software Engineer,95,62,68,64,71,87,60,A1,75.7,good,No,good,computer science
823,Heather,Bentley,female,FALSE,1,TRUE,Artist,73,71,60,70,78,72,78,A,70.5,good,No,good,art
824,Alexis,Hall,female,FALSE,5,FALSE,Designer,70,88,100,91,98,68,81,A1,83.4,good,Yes,average,art
825,Ryan,Soto,male,FALSE,7,FALSE,Construction Engineer,84,100,99,94,84,86,63,A1,87.9,good,Yes,average,computer science
826,Brent,Clements,male,FALSE,8,FALSE,Doctor,88,60,87,90,87,86,62,C,76.8,good,Yes,average,healthcare
827,Thomas,Hernandez,male,FALSE,1,TRUE,Unknown,66,65,82,96,87,87,63,A,79,good,No,good,unknown
828,Kevin,Mack,male,TRUE,9,FALSE,Business Owner,46,54,93,57,99,59,73,B,68.3,average,Yes,below average,economics
829,Patrick,Kirk,male,FALSE,5,FALSE,Lawyer,71,92,60,73,74,86,94,A1,76.7,good,Yes,average,law
830,Christopher,Jenkins,male,FALSE,5,FALSE,Designer,76,77,99,87,95,94,85,A,87.5,excellent,Yes,good,art
831,Cassandra,Hodges,female,FALSE,5,FALSE,Designer,78,95,66,70,75,99,84,A1,81,excellent,Yes,good,art
832,Christian,Powers,male,FALSE,5,FALSE,Business Owner,100,54,70,58,50,95,92,A,74.7,good,Yes,average,economics
833,Brittany,Collier,female,FALSE,10,FALSE,Government Officer,73,97,87,93,78,99,86,A,86.6,excellent,Yes,good,politology
834,James,Bridges,male,FALSE,2,FALSE,Game Developer,96,63,85,77,82,65,88,B,81.1,good,No,good,computer science
835,Alexander,Fowler,male,FALSE,2,FALSE,Unknown,82,84,93,70,99,66,80,B,82.5,excellent,No,excellent,unknown
836,Andrew,Wong,male,FALSE,1,FALSE,Unknown,81,91,71,79,98,69,75,A,79.5,good,No,good,unknown
837,Bobby,Valdez,male,TRUE,1,FALSE,Unknown,97,80,67,71,75,96,100,A,82.1,excellent,No,excellent,unknown
838,Mary,Bird,female,FALSE,3,FALSE,Artist,92,65,95,60,93,69,82,B,80.1,good,No,good,art
839,Andrew,Rodriguez,male,TRUE,6,FALSE,Business Owner,81,77,92,97,62,65,92,A1,80.4,good,Yes,average,economics
840,Melanie,Carter,female,FALSE,2,FALSE,Government Officer,99,69,71,84,96,84,69,C,79.4,good,No,good,politology
841,Randy,Lopez,male,FALSE,2,FALSE,Lawyer,97,100,87,90,96,86,93,B,93.2,excellent,No,excellent,law
842,David,Cole,male,FALSE,7,FALSE,Construction Engineer,80,87,94,68,89,82,76,C,82.1,excellent,Yes,good,computer science
843,Jennifer,Baxter,female,FALSE,4,FALSE,Software Engineer,88,62,91,83,97,83,63,A1,82.9,good,No,good,computer science
844,Shannon,Graham,female,FALSE,1,FALSE,Unknown,95,72,99,67,83,78,65,A1,83.1,excellent,No,excellent,unknown
845,Stephanie,Bush,female,FALSE,10,TRUE,Software Engineer,90,81,69,70,95,97,62,C,80.4,good,Yes,average,computer science
846,Keith,Tanner,male,FALSE,10,FALSE,Business Owner,77,89,50,82,71,78,70,C,75.4,good,Yes,average,economics
847,Robert,Anderson,male,TRUE,1,TRUE,Business Owner,82,69,91,95,82,85,60,A,83.2,good,No,good,economics
848,Matthew,Cantu,male,FALSE,3,TRUE,Real Estate Developer,90,74,88,97,88,73,66,A1,82.7,excellent,No,excellent,economics
849,Heather,Johnson,female,FALSE,5,FALSE,Software Engineer,94,90,81,82,100,82,98,A1,88.4,excellent,Yes,good,computer science
850,Lee,Taylor,male,TRUE,7,FALSE,Business Owner,87,84,76,87,65,80,72,C,78.7,good,Yes,average,economics
851,Jessica,Williams,female,TRUE,1,FALSE,Game Developer,86,66,88,98,68,79,77,A1,81.5,excellent,No,excellent,computer science
852,Holly,Sanchez,female,FALSE,6,FALSE,Banker,84,85,83,69,82,91,69,C,80.8,excellent,Yes,good,economics
853,James,Ray,male,FALSE,4,FALSE,Accountant,86,63,85,64,98,97,86,B,82.7,good,No,good,economics
854,William,Hernandez,male,FALSE,10,FALSE,Business Owner,70,66,98,96,64,65,91,A,81.4,good,Yes,average,economics
855,Lisa,Brown,female,FALSE,4,FALSE,Accountant,87,94,72,93,44,92,83,A1,81.6,average,No,average,economics
856,Kevin,York,male,TRUE,7,FALSE,Business Owner,47,78,75,62,61,55,93,C,69.7,average,Yes,below average,economics
857,Benjamin,Davis,male,FALSE,0,FALSE,Software Engineer,96,63,77,93,61,86,83,A,82.5,good,No,good,computer science
858,Sarah,Nielsen,female,TRUE,4,FALSE,Business Owner,54,93,96,59,84,79,93,C,82.3,good,No,good,economics
859,Elizabeth,Parks,female,FALSE,3,TRUE,Real Estate Developer,59,100,64,68,86,89,91,A1,76.9,good,No,good,economics
860,Deborah,Moore,female,FALSE,2,FALSE,Unknown,92,99,93,82,97,70,79,A1,86.7,excellent,No,excellent,unknown
861,Michael,Anderson,male,FALSE,4,FALSE,Software Engineer,100,62,78,74,72,73,78,C,75,good,No,good,computer science
862,Brian,Adams,male,FALSE,5,FALSE,Scientist,92,81,84,84,84,66,74,A,82.5,excellent,Yes,good,science researching
863,Anthony,Silva,male,FALSE,3,FALSE,Real Estate Developer,75,66,91,73,100,94,67,A,80.5,excellent,No,excellent,economics
864,Melinda,Velazquez,female,FALSE,0,FALSE,Software Engineer,93,74,63,97,64,61,92,A1,76.1,good,No,good,computer science
865,Andre,Hoffman,male,FALSE,2,FALSE,Lawyer,100,96,67,63,91,96,84,B,85.1,good,No,good,law
866,Vanessa,Coleman,female,TRUE,7,FALSE,Business Owner,80,84,67,96,88,94,86,C,85.9,excellent,Yes,good,economics
867,Stephanie,Hernandez,female,FALSE,1,TRUE,Lawyer,100,92,66,96,76,88,77,A1,84.9,excellent,No,excellent,law
868,Timothy,David,male,TRUE,4,FALSE,Business Owner,52,65,74,71,63,59,67,A1,63.6,average,No,average,economics
869,Carol,Cortez,female,FALSE,1,FALSE,Software Engineer,95,69,91,67,67,70,71,C,74,good,No,good,computer science
870,Justin,Kelly,male,FALSE,1,FALSE,Unknown,100,67,100,65,67,92,67,C,78.4,good,No,good,unknown
871,George,King,male,FALSE,4,FALSE,Software Engineer,96,73,90,84,64,75,62,A,81.4,good,No,good,computer science
872,Ashley,Craig,female,FALSE,3,FALSE,Unknown,60,67,94,74,71,98,74,B,74.3,good,No,good,unknown
873,Patricia,Sullivan,female,TRUE,7,FALSE,Business Owner,51,98,90,54,77,80,71,B,70.3,good,Yes,average,economics
874,David,Jones,male,FALSE,5,FALSE,Software Engineer,85,100,93,64,81,78,64,A1,82.1,good,Yes,average,computer science
875,Cody,Smith,male,FALSE,10,FALSE,Accountant,76,86,68,83,82,67,69,C,75.3,good,Yes,average,economics
876,Joseph,Jackson,male,FALSE,1,FALSE,Software Engineer,92,63,87,92,81,78,74,C,78.2,good,No,good,computer science
877,Adam,Edwards,male,FALSE,5,FALSE,Government Officer,90,89,95,73,79,98,68,C,84.7,excellent,Yes,good,politology
878,Brian,Morales,male,TRUE,6,TRUE,Business Owner,73,53,68,60,95,96,99,C,79.2,good,Yes,average,economics
879,Melissa,Fry,female,FALSE,5,FALSE,Doctor,90,89,92,93,97,92,100,B,93.3,excellent,Yes,good,healthcare
880,Lori,Jacobson,female,FALSE,6,FALSE,Accountant,87,87,86,91,90,75,79,B,86.3,excellent,Yes,good,economics
881,Jessica,Shannon,female,FALSE,1,FALSE,Real Estate Developer,93,96,70,92,65,90,84,B,84,excellent,No,excellent,economics
882,Sharon,Ramirez,female,FALSE,3,FALSE,Real Estate Developer,75,91,68,86,81,72,89,A1,77.7,good,No,good,economics
883,Nicole,Rice,female,FALSE,3,FALSE,Software Engineer,96,100,99,82,79,95,89,C,92.4,excellent,No,excellent,computer science
884,Alison,Webster,female,TRUE,1,TRUE,Artist,63,75,68,63,63,73,79,A1,68.8,good,No,good,art
885,Alexander,Mitchell,male,FALSE,5,FALSE,Lawyer,85,90,89,98,100,97,95,A1,92.5,excellent,Yes,good,law
886,Bryan,Grimes,male,FALSE,7,FALSE,Software Engineer,93,61,65,77,97,90,90,B,84,good,Yes,average,computer science
887,Nicole,Mcdonald,female,FALSE,7,FALSE,Unknown,60,92,82,65,82,91,67,B,74.6,good,Yes,average,unknown
888,Christopher,Ramirez,male,TRUE,3,FALSE,Unknown,95,91,63,83,75,73,74,C,79.2,good,No,good,unknown
889,Lawrence,Fields,male,TRUE,9,FALSE,Business Owner,61,73,76,51,76,50,77,C,66.4,average,Yes,below average,economics
890,Rebecca,Molina,female,FALSE,3,FALSE,Software Engineer,97,81,65,70,62,96,75,C,79.8,good,No,good,computer science
891,John,Castillo,male,FALSE,1,FALSE,Software Engineer,90,64,91,93,86,91,97,A,88.6,good,No,good,computer science
892,Sandra,Davis,female,TRUE,10,FALSE,Business Owner,90,100,80,66,63,69,66,A,77,good,Yes,average,economics
893,Andrew,Smith,male,FALSE,2,TRUE,Software Engineer,85,74,68,68,75,78,95,B,77.1,good,No,good,computer science
894,Elizabeth,Smith,female,FALSE,1,FALSE,Banker,82,87,98,73,74,89,66,B,79.8,good,No,good,economics
895,Scott,Schultz,male,TRUE,6,FALSE,Business Owner,95,88,66,72,92,52,70,A1,74.8,good,Yes,average,economics
896,Joseph,Harper,male,FALSE,1,TRUE,Government Officer,95,96,66,68,90,91,99,A1,85.7,excellent,No,excellent,politology
897,Ryan,Salazar,male,FALSE,4,TRUE,Real Estate Developer,81,90,71,97,81,86,73,A,82.8,excellent,No,excellent,economics
898,Brenda,Davis,female,FALSE,2,FALSE,Teacher,62,69,99,95,73,79,83,B,79,good,No,good,teaching
899,Chad,Taylor,male,FALSE,5,FALSE,Real Estate Developer,95,92,89,64,77,80,66,A1,82.7,good,Yes,average,economics
900,Natasha,Edwards,female,TRUE,4,TRUE,Business Owner,64,62,51,85,74,91,93,B,74.3,good,No,good,economics
